board_code,board_name,board_type,category,subcategory,main_element,secondary_element,wood_score,fire_score,earth_score,metal_score,water_score,confidence,reason,paid_required,source,updated_at,need_review
BK1112,破净股,concept,概念板块,破净股,metal,water,0,0,0,65,35,100,核心是收缩、约束和风险边界，副属性是回收修复与适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1073,啤酒概念,concept,概念板块,啤酒概念,fire,earth,0,60,40,0,0,100,核心是场景消费和情绪释放，副属性是大众消费承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1119,PLC概念,concept,概念板块,PLC概念,metal,fire,0,35,0,65,0,100,核心是规则化控制、记录和执行边界，副属性是电子信息显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0721,PPP模式,concept,概念板块,PPP模式,earth,metal,0,0,65,35,0,100,核心是基础设施承载和建设转化，副属性是结构成型与规则管控。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1012,PVDF概念,concept,概念板块,PVDF概念,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0947,屏下摄像,concept,概念板块,屏下摄像,fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1023,培育钻石,concept,概念板块,培育钻石,fire,wood,40,60,0,0,0,100,核心是外在形象表达和显化，副属性是消费升级生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1673,破增发价股,concept,概念板块,破增发价股,metal,water,0,0,0,65,35,100,核心是价格约束和市场边界，副属性是回收修复与适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0943,汽车拆解,concept,概念板块,汽车拆解,water,metal,0,0,0,35,65,100,核心是回收、循环和资源再流动，副属性是规则化处理。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1089,汽车热管理,concept,概念板块,汽车热管理,wood,fire,60,40,0,0,0,100,核心是交通技术升级和场景扩展，副属性是功能显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0969,汽车芯片,concept,概念板块,汽车芯片,fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1093,汽车一体化压铸,concept,概念板块,汽车一体化压铸,metal,wood,35,0,0,65,0,100,核心是制造成型、规则统一和效率控制，副属性是汽车轻量化成长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1029,汽车整车,concept,概念板块,汽车整车,wood,fire,60,40,0,0,0,100,核心是电动化和智能化带来的产业扩展，副属性是终端产品显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0535,QFII重仓,concept,概念板块,QFII重仓,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0872,青蒿素,concept,概念板块,青蒿素,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0830,区块链,concept,概念板块,区块链,water,metal,0,0,0,40,60,100,核心是信息、资金或身份的流动适配，副属性是规则确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1092,麒麟电池,concept,概念板块,麒麟电池,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0864,氢能源,concept,概念板块,氢能源,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1715,趋势股,concept,概念板块,趋势股,fire,wood,30,70,0,0,0,100,核心是业绩或交易热度显化，副属性是动能扩张。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0711,券商概念,concept,概念板块,券商概念,metal,water,0,0,0,60,40,100,核心是金融规则、风险边界和定价控制，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0699,全息技术,concept,概念板块,全息技术,fire,water,0,60,0,0,40,100,核心是信号释放、连接和显化，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1662,权重股,concept,概念板块,权重股,earth,metal,0,0,60,40,0,100,核心是稳定承载和估值锚定，副属性是规则边界和确定性。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0992,REITs概念,concept,概念板块,REITs概念,earth,metal,0,0,65,35,0,100,核心是资产承接、重组转化和平台稳定，副属性是规则确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0800,人工智能,concept,概念板块,人工智能,wood,fire,70,30,0,0,0,100,核心是模型能力迭代和智能生长，副属性是应用输出和热度扩散。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0682,燃料电池概念,concept,概念板块,燃料电池概念,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0706,人脑工程,concept,概念板块,人脑工程,wood,fire,65,35,0,0,0,100,核心是新技术路线生长和产业扩张，副属性是热度显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1184,人形机器人,concept,概念板块,人形机器人,wood,fire,75,25,0,0,0,100,核心是从0到1的产业生长和应用扩张，副属性是AI能力向现实世界显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1160,柔性屏(折叠屏),concept,概念板块,柔性屏(折叠屏),fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0892,乳业,concept,概念板块,乳业,wood,earth,60,0,40,0,0,100,核心是生命供给、修复或健康培育，副属性是稳定消费承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1103,熔盐储能,concept,概念板块,熔盐储能,water,fire,0,35,0,0,65,100,核心是能量储藏、回收和调节，副属性是能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1177,荣耀概念,concept,概念板块,荣耀概念,fire,wood,40,60,0,0,0,100,核心是终端产品显化和消费热度释放，副属性是技术生态生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0866,人造肉,concept,概念板块,人造肉,wood,earth,60,0,40,0,0,100,核心是生命供给、生长和消费培育，副属性是滋养承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0596,融资融券,concept,概念板块,融资融券,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0520,社保重仓,concept,概念板块,社保重仓,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0568,深成500,concept,概念板块,深成500,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0967,水产概念,concept,概念板块,水产概念,wood,earth,60,0,40,0,0,100,核心是生命供给、生长和消费培育，副属性是滋养承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1186,首发经济,concept,概念板块,首发经济,fire,wood,30,70,0,0,0,100,核心是业绩或交易热度显化，副属性是动能扩张。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0804,深股通,concept,概念板块,深股通,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0643,上海自贸,concept,概念板块,上海自贸,water,earth,0,0,40,0,60,100,核心是贸易、资金和要素流动，副属性是区域平台承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1047,数据安全,concept,概念板块,数据安全,metal,water,0,0,0,75,25,100,核心是边界、防护和控制，副属性是数据流动场景。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1118,数据确权,concept,概念板块,数据确权,metal,water,0,0,0,70,30,100,核心是规则、权属和边界确认，副属性是数据流动后的价值释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1135,数据要素,concept,概念板块,数据要素,water,metal,0,0,0,30,70,100,核心是数据流动、分发和复用，副属性是确权、规则和边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0922,数据中心,concept,概念板块,数据中心,earth,fire,0,35,65,0,0,100,核心是承载算力和网络资源的平台基础，副属性是计算能量释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1130,时空大数据,concept,概念板块,时空大数据,water,metal,0,0,0,40,60,100,核心是信息、资金或身份的流动适配，副属性是规则确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1134,算力概念,concept,概念板块,算力概念,fire,earth,0,75,25,0,0,100,核心是计算能量的释放和显化，副属性是数据中心基础设施承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0597,水利建设,concept,概念板块,水利建设,earth,metal,0,0,65,35,0,100,核心是基础设施承载和建设转化，副属性是结构成型与规则管控。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0617,石墨烯,concept,概念板块,石墨烯,wood,metal,60,0,0,40,0,100,核心是技术路线生长和性能升级，副属性是成型与标准边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0614,食品安全,concept,概念板块,食品安全,wood,earth,60,0,40,0,0,100,核心是生命供给、生长和消费培育，副属性是滋养承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1147,SPD概念,concept,概念板块,SPD概念,water,earth,0,0,40,0,60,100,核心是医疗物资和供应链流动，副属性是院内服务承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0965,社区团购,concept,概念板块,社区团购,water,fire,0,40,0,0,60,100,核心是商品、订单和渠道流动，副属性是消费显化和传播。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0511,ST股,concept,概念板块,ST股,metal,water,0,0,0,65,35,100,核心是收缩、约束和风险边界，副属性是回收修复与适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0669,生态农业,concept,概念板块,生态农业,wood,earth,65,0,35,0,0,100,核心是农业生态生长和资源盘活，副属性是土地承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0970,生物识别,concept,概念板块,生物识别,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0548,生物疫苗,concept,概念板块,生物疫苗,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1098,生物质能发电,concept,概念板块,生物质能发电,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0963,商业航天,concept,概念板块,商业航天,wood,fire,65,35,0,0,0,100,核心是商业化场景扩展，副属性是航天能力显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0743,深证100R,concept,概念板块,深证100R,metal,water,0,0,0,60,40,100,核心是市场制度和指数规则边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0612,上证180_,concept,概念板块,上证180_,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0705,上证380,concept,概念板块,上证380,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0611,上证50_,concept,概念板块,上证50_,metal,water,0,0,0,60,40,100,核心是市场制度、规则和边界，副属性是资金流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0883,数字货币,concept,概念板块,数字货币,water,metal,0,0,0,35,65,100,核心是资金和数据流动，副属性是制度规则和确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1061,数字经济,concept,概念板块,数字经济,water,fire,0,40,0,0,60,100,核心是数据流动和资源调度，副属性是数字化应用显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0861,数字孪生,concept,概念板块,数字孪生,fire,water,0,60,0,0,40,100,核心是现实对象的数字显化，副属性是数据流动建模。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1129,数字水印,concept,概念板块,数字水印,metal,water,0,0,0,70,30,100,核心是规则确权和边界识别，副属性是数字信息流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0549,深圳特区,concept,概念板块,深圳特区,earth,wood,40,0,60,0,0,100,核心是区域或资产平台承载，副属性是改革生长扩展。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0959,数字阅读,concept,概念板块,数字阅读,fire,water,0,70,0,0,30,100,核心是表达、传播和注意力显化，副属性是内容流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1131,同步磁阻电机,concept,概念板块,同步磁阻电机,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0805,钛白粉概念,concept,概念板块,钛白粉概念,fire,earth,0,60,40,0,0,100,核心是转化、反应和释放，副属性是承接加工和稳定供给。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1717,题材股,concept,概念板块,题材股,fire,wood,30,70,0,0,0,100,核心是业绩或交易热度显化，副属性是动能扩张。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0632,土地流转,concept,概念板块,土地流转,wood,earth,65,0,35,0,0,100,核心是农业生态生长和资源盘活，副属性是土地承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0918,特高压,concept,概念板块,特高压,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0977,碳化硅,concept,概念板块,碳化硅,fire,metal,0,65,0,35,0,100,核心是信息处理、显示和能量显化，副属性是精密规则成型。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1006,碳基材料,concept,概念板块,碳基材料,wood,metal,60,0,0,40,0,100,核心是技术路线生长和性能升级，副属性是成型与标准边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0966,碳交易,concept,概念板块,碳交易,earth,water,0,0,65,0,35,100,核心是承接修复和系统调和，副属性是回收、流动和净化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1168,铜缆高速连接,concept,概念板块,铜缆高速连接,fire,water,0,60,0,0,40,100,核心是信号释放、连接和显化，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0592,铁路基建,concept,概念板块,铁路基建,earth,metal,0,0,65,35,0,100,核心是基础设施承载和建设转化，副属性是结构成型与规则管控。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1097,TOPCon电池,concept,概念板块,TOPCon电池,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1171,碳纤维,concept,概念板块,碳纤维,wood,metal,60,0,0,40,0,100,核心是技术路线生长和性能升级，副属性是成型与标准边界。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0843,天然气,concept,概念板块,天然气,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1070,土壤修复,concept,概念板块,土壤修复,earth,water,0,0,65,0,35,100,核心是承接修复和系统调和，副属性是回收、流动和净化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0644,特斯拉概念,concept,概念板块,特斯拉概念,fire,wood,40,60,0,0,0,100,核心是终端产品显化和消费热度释放，副属性是技术生态生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0933,退税商店,concept,概念板块,退税商店,water,fire,0,40,0,0,60,100,核心是商品、订单和渠道流动，副属性是消费显化和传播。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1656,特色药,concept,概念板块,特色药,wood,earth,60,0,40,0,0,100,核心是生命供给、修复或健康培育，副属性是稳定消费承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1026,调味品概念,concept,概念板块,调味品概念,wood,earth,60,0,40,0,0,100,核心是生命供给、生长和消费培育，副属性是滋养承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0841,体外诊断概念,concept,概念板块,体外诊断概念,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1650,通信技术,concept,概念板块,通信技术,fire,water,0,60,0,0,40,100,核心是信号释放、连接和显化，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1189,腾讯云,concept,概念板块,腾讯云,water,fire,0,40,0,0,60,100,核心是平台流量、数据和交易流动，副属性是传播显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0708,体育产业,concept,概念板块,体育产业,fire,water,0,70,0,0,30,100,核心是表达、传播和注意力显化，副属性是内容流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1077,统一大市场,concept,概念板块,统一大市场,earth,water,0,0,60,0,40,100,核心是平台承载和市场整合，副属性是要素流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1074,托育服务,concept,概念板块,托育服务,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0625,通用航空,concept,概念板块,通用航空,metal,fire,0,35,0,65,0,100,核心是安全边界、规则控制和高端系统成型，副属性是爆发释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0898,胎压监测,concept,概念板块,胎压监测,wood,fire,60,40,0,0,0,100,核心是交通技术升级和场景扩展，副属性是功能显化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0880,UWB概念,concept,概念板块,UWB概念,fire,water,0,60,0,0,40,100,核心是信号释放、连接和显化，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0885,VPN,concept,概念板块,VPN,metal,water,0,0,0,70,30,100,核心是安全边界、规则和控制，副属性是信息流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1110,Web3.0,concept,概念板块,Web3.0,water,metal,0,0,0,40,60,100,核心是信息、资金或身份的流动适配，副属性是规则确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0940,网红经济,concept,概念板块,网红经济,fire,water,0,70,0,0,30,100,核心是内容表达、传播和注意力显化，副属性是信息流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0915,WiFi,concept,概念板块,WiFi,fire,water,0,60,0,0,40,100,核心是信号释放、连接和显化，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0655,网络安全,concept,概念板块,网络安全,metal,water,0,0,0,75,25,100,核心是防护、边界和规则控制，副属性是网络数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1642,微利股,concept,概念板块,微利股,metal,water,0,0,0,65,35,100,核心是收缩、约束和风险边界，副属性是回收修复与适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1653,味蕾经济,concept,概念板块,味蕾经济,fire,earth,0,60,40,0,0,100,核心是体验释放和消费显化，副属性是服务承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0554,物联网,concept,概念板块,物联网,fire,water,0,60,0,0,40,100,核心是信号释放、连接和显化，副属性是数据流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0509,网络游戏,concept,概念板块,网络游戏,fire,water,0,70,0,0,30,100,核心是表达、传播和注意力显化，副属性是内容流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1158,微盘股,concept,概念板块,微盘股,water,wood,40,0,0,0,60,100,核心是小市值资金弹性和流动适应，副属性是成长修复。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1644,微盘精选,concept,概念板块,微盘精选,water,wood,40,0,0,0,60,100,核心是小市值资金弹性和流动适应，副属性是成长修复。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0932,尾气治理,concept,概念板块,尾气治理,earth,water,0,0,65,0,35,100,核心是承接修复和系统调和，副属性是回收、流动和净化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0704,无人机,concept,概念板块,无人机,metal,fire,0,35,0,65,0,100,核心是安全边界、规则控制和高端系统成型，副属性是爆发释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0802,无人驾驶,concept,概念板块,无人驾驶,metal,fire,0,35,0,65,0,100,核心是安全边界、规则控制和高端系统成型，副属性是爆发释放。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0895,维生素,concept,概念板块,维生素,wood,water,65,0,0,0,35,100,核心是生命修复、培育和健康生长，副属性是孕育、储藏和适应。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0960,无线充电,concept,概念板块,无线充电,fire,water,0,60,0,0,40,100,核心是能源释放、驱动和显化，副属性是储藏、调度或流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0893,无线耳机,concept,概念板块,无线耳机,fire,wood,40,60,0,0,0,100,核心是终端产品显化和消费热度释放，副属性是技术生态生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0921,卫星互联网,concept,概念板块,卫星互联网,water,metal,0,0,0,40,60,100,核心是信息、资金或身份的流动适配，副属性是规则确权。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1654,文娱消费,concept,概念板块,文娱消费,fire,water,0,70,0,0,30,100,核心是表达、传播和注意力显化，副属性是内容流动。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0813,雄安新区,concept,概念板块,雄安新区,earth,wood,40,0,60,0,0,100,核心是区域平台承载，副属性是新城建设生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0590,西部大开发,concept,概念板块,西部大开发,earth,wood,40,0,60,0,0,100,核心是区域承载和资源整合，副属性是发展扩张。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1104,信创,concept,概念板块,信创,wood,metal,60,0,0,40,0,100,核心是系统迭代和生态扩展，副属性是规则架构。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0523,新材料,concept,概念板块,新材料,wood,metal,65,0,0,35,0,100,核心是新技术路线生长和扩展，副属性是材料性能成型和标准化。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK0834,乡村振兴,concept,概念板块,乡村振兴,earth,wood,40,0,60,0,0,100,核心是乡村承载和资源整合，副属性是产业生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1646,消费电子概念,concept,概念板块,消费电子概念,fire,wood,40,60,0,0,0,100,核心是终端产品显化和消费热度释放，副属性是技术生态生长。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
BK1711,消费风格,concept,概念板块,消费风格,fire,earth,0,60,40,0,0,100,核心是消费表达和需求显化，副属性是稳定消费承载。,true,eastmoney_board_catalog_wuxing_annotated_20260701.xlsx,2026-07-01T12:07:52,false
